"study.hrs.perwk","attendance.rate","previous.grades","extracurricular.activities","parent.edu.level","passed"
16.4,87.3,47,"Yes","Bachelor","No"
11,90.9,61.6,"No","Doctorate","Yes"
3.2,84.5,63.2,"No","Doctorate","Yes"
13.7,82,28.6,"Yes","Doctorate","No"
13.2,96,77.6,"Yes","Master","Yes"
8.5,57.4,83.2,"Yes","Bachelor","Yes"
11.1,49.3,65.4,"No","High School","No"
11.4,86.1,67,"No","Doctorate","Yes"
13,82.6,65,"Yes","Bachelor","Yes"
10.9,76.7,40.4,"Yes","Bachelor","Yes"
7.8,76.1,79.1,"No","High School","No"
4.9,63.3,52,"Yes","Bachelor","No"
10.7,97.2,76.3,"No","Bachelor","Yes"
6.5,99.6,54.6,"Yes","Bachelor","Yes"
11.9,45.4,45.5,"Yes","Associate","No"
17.8,43.6,84.5,"No","Associate","No"
7.2,53,52.1,"Yes","Associate","No"
19.4,47.2,85.1,"No","Doctorate","Yes"
2.8,33.5,63.5,"No","High School","Yes"
1,65.5,69.8,"Yes","Doctorate","Yes"
12.2,82.5,87.7,"Yes","Master","No"
7.5,84.1,87.3,"Yes","Master","No"
4.9,92,56.8,"Yes","Bachelor","No"
7.2,91.9,38.6,"No","Bachelor","Yes"
3.6,84.3,65.7,"No","Bachelor","Yes"
14.4,63.3,63.7,"Yes","Bachelor","Yes"
13.3,81,74.7,"No","Master","No"
9.5,35.3,73.1,"No","High School","Yes"
19.2,75,75.4,"Yes","Doctorate","No"
6.5,55.5,78.2,"Yes","Master","No"
11.2,66.4,61.9,"No","High School","No"
8.8,63.8,64.8,"No","Associate","Yes"
11.8,82.5,56.4,"No","Bachelor","No"
3.7,66.6,78.9,"Yes","High School","No"
15.6,87.6,62.5,"No","High School","Yes"
11.7,73.3,38.5,"No","Bachelor","Yes"
13.2,80.3,57.1,"Yes","Doctorate","Yes"
16.6,95,47.7,"Yes","Bachelor","No"
11,75.9,41.4,"Yes","Associate","No"
13.5,54.3,87.2,"No","Doctorate","Yes"
6.6,66.8,79.6,"No","Associate","No"
19,53.3,86.3,"Yes","Bachelor","No"
9.8,87.4,49.1,"No","Associate","No"
2.8,81.7,84.2,"Yes","High School","Yes"
10.6,59.6,67.4,"No","Associate","Yes"
14.2,71.4,91.4,"No","Doctorate","Yes"
7.8,87.9,51.1,"No","Doctorate","Yes"
0.6,66.9,34.2,"No","High School","Yes"
7.7,89,74.6,"Yes","Doctorate","Yes"
2.1,64.3,71.1,"Yes","Doctorate","No"
9.8,80.2,83.1,"No","Master","No"
4.2,61.9,69.3,"No","High School","Yes"
14.4,68.1,73.8,"No","Doctorate","Yes"
8.9,81.1,69.2,"Yes","Associate","No"
10.1,50.1,48.6,"Yes","Doctorate","No"
11,73,86.2,"No","Bachelor","No"
0.2,49.9,71.8,"No","High School","Yes"
8.8,64.7,73.4,"Yes","Master","No"
6.6,73.1,80.1,"Yes","Associate","Yes"
8.6,86.8,83.5,"Yes","Master","Yes"
19,90.2,71.8,"Yes","Master","Yes"
13.2,45.3,52.1,"Yes","Doctorate","Yes"
12.9,62.1,64.6,"No","Associate","No"
17,63.6,51.9,"Yes","Associate","Yes"
10.3,68.3,62.7,"Yes","Associate","No"
6.8,82.2,68.4,"No","Associate","No"
13.5,85.9,54.1,"Yes","High School","Yes"
12,59.7,64.2,"Yes","Associate","No"
13.2,71.9,95.7,"Yes","Associate","Yes"
7.3,65.7,65.3,"No","Doctorate","Yes"
11,54.6,58.6,"Yes","Doctorate","No"
20.4,56.8,66.8,"No","Bachelor","No"
6.6,48,67.4,"No","Master","No"
18.7,60.9,89.6,"Yes","Bachelor","No"
6.7,88.8,88.4,"No","Associate","No"
8.4,56,57.3,"Yes","High School","Yes"
12.1,36,67.9,"Yes","High School","No"
12.6,81.3,66.9,"Yes","High School","Yes"
20.7,77,54.4,"Yes","Associate","No"
18.6,43.6,82,"No","Bachelor","No"
12.2,75.6,80.8,"No","Doctorate","Yes"
10.2,72.5,52.6,"No","Bachelor","No"
13.1,54.3,70.7,"Yes","Doctorate","Yes"
8.7,43.4,67.8,"No","Bachelor","No"
1.7,60.5,82.3,"Yes","Associate","No"
12,85.2,63.8,"No","Associate","No"
13.2,62.3,88.2,"Yes","Bachelor","Yes"
17.9,67.7,66.1,"Yes","Doctorate","No"
2.7,84.9,50.9,"No","Associate","Yes"
15.2,60.7,67.7,"Yes","High School","No"
18.4,83.8,75.5,"No","Master","No"
7.7,56.1,61.9,"No","Associate","Yes"
9.1,82.7,80.1,"Yes","Bachelor","Yes"
13.3,51.1,70.5,"No","Doctorate","Yes"
2.1,86.9,58.1,"Yes","High School","Yes"
17.4,55.1,63.7,"No","Master","No"
6.9,37.2,78,"No","Doctorate","Yes"
12,44.7,44.7,"No","Associate","No"
15.9,79.7,79,"No","Doctorate","Yes"
12.7,75.2,71.3,"Yes","Associate","Yes"
8.1,62.9,55.1,"Yes","Associate","Yes"
13.9,82.8,66.1,"Yes","Master","Yes"
4.2,70.8,46.3,"No","Master","No"
15.7,78.8,62.5,"No","Doctorate","Yes"
1.3,60.2,56.8,"No","Bachelor","No"
8.2,51,37.1,"Yes","Associate","No"
4.4,75.5,71.4,"Yes","Associate","Yes"
3.5,75.1,69.9,"Yes","High School","Yes"
15.8,63.1,83.9,"Yes","Doctorate","Yes"
11.7,86.2,81.2,"Yes","Master","Yes"
9.8,84.1,30.2,"No","High School","No"
3.6,51.1,64.6,"Yes","Bachelor","Yes"
7.5,47.7,63.7,"No","Master","Yes"
2.2,38.2,77.7,"Yes","High School","No"
14.3,62.4,70.7,"No","Master","Yes"
8.4,36.6,94.7,"Yes","Bachelor","Yes"
11.9,65.2,69.8,"No","Associate","Yes"
12.2,82.7,47.2,"Yes","Associate","Yes"
9.6,36.6,58.9,"No","Master","No"
9.8,85.1,65.8,"No","Master","No"
13.6,85.5,52.1,"No","High School","No"
13.7,64.8,71.1,"No","Associate","No"
10.4,92.1,79.2,"No","Doctorate","Yes"
0,28.5,66.7,"No","High School","Yes"
11.7,56.9,76.8,"No","High School","No"
15,88.2,95.2,"No","High School","Yes"
20.4,62.8,56.5,"No","Doctorate","Yes"
9.3,53.2,77.6,"Yes","High School","Yes"
13.1,70.5,62.9,"No","High School","No"
4.7,68.4,62.8,"Yes","High School","Yes"
19.6,81.3,65.8,"Yes","High School","No"
12.5,66.6,68.6,"Yes","Bachelor","Yes"
10.8,69.1,38.2,"Yes","Bachelor","No"
11.8,59.7,70.6,"Yes","Doctorate","Yes"
9.7,47.2,83.1,"No","Bachelor","No"
11,97.7,79.5,"Yes","Master","No"
15.3,60.6,46.5,"No","Bachelor","No"
15.9,69,52,"Yes","Master","Yes"
13.2,74.4,65.3,"No","High School","No"
4.3,98.1,76.6,"No","Associate","No"
18.2,78.5,71.6,"No","Doctorate","No"
4.3,56.5,51.4,"Yes","High School","Yes"
6.2,92.2,80.7,"No","Doctorate","Yes"
9.7,84.7,72.7,"Yes","Associate","Yes"
11.6,93.4,71,"No","Bachelor","Yes"
11.6,70.2,51.8,"Yes","High School","Yes"
18.1,85.1,48,"Yes","Doctorate","No"
12.3,80.1,52.6,"Yes","High School","No"
8.8,80.6,42.8,"Yes","Associate","No"
14.8,47.4,90.9,"No","Bachelor","No"
15.9,62.2,91.5,"Yes","Associate","No"
13.5,83.7,60.2,"No","Doctorate","Yes"
8.5,74.1,83.3,"Yes","Associate","Yes"
16.9,94.4,74.1,"No","Master","Yes"
10.6,82.1,90.3,"No","Associate","No"
9.1,88.4,72.3,"Yes","Associate","No"
10.1,64.2,69.5,"No","Doctorate","No"
4.5,60.5,85.4,"No","High School","Yes"
18,57.5,81.1,"No","Associate","No"
5.8,88.9,72.1,"Yes","Bachelor","No"
0.8,88.1,60.5,"Yes","High School","Yes"
18.2,78.3,99.1,"No","Master","No"
15,95.2,49.3,"No","Master","No"
6.6,71.4,79.1,"Yes","Bachelor","No"
21.3,95.4,94.7,"No","Associate","No"
14.9,82.3,71,"No","Master","Yes"
8.4,80.8,60.2,"No","High School","Yes"
2.5,68.7,73.3,"No","Bachelor","No"
21.5,45.9,57.6,"Yes","High School","Yes"
3.1,66.5,51.4,"No","Bachelor","Yes"
22.2,74.7,60.2,"No","Associate","No"
16.9,96.7,57.7,"Yes","Master","Yes"
12.8,80.6,68.2,"Yes","Bachelor","No"
13,64.9,63.6,"No","High School","No"
14.3,58.7,52.7,"No","Bachelor","No"
13.8,62.9,42.1,"Yes","High School","No"
11.4,78.2,43.1,"Yes","Master","No"
10.5,67.5,47,"Yes","Associate","Yes"
9.7,53.5,49.4,"No","Doctorate","Yes"
8.6,78,52.9,"No","Master","No"
1.5,80.5,53.3,"No","Bachelor","Yes"
9.5,58.5,46.2,"Yes","High School","No"
4.5,71.8,46.1,"No","Associate","No"
10.9,34.4,63.8,"No","High School","Yes"
17,90.6,80.6,"No","Associate","No"
2.1,69.6,65.8,"No","Bachelor","No"
14.7,70.5,53.3,"No","Master","No"
12.8,44.3,71.5,"No","Associate","Yes"
10.5,92.5,53.9,"No","Associate","No"
3.3,45.8,64.2,"Yes","Master","No"
11.6,82.5,77.8,"Yes","Associate","Yes"
2,80.7,54.1,"Yes","Master","No"
9.9,58.5,52.7,"Yes","Associate","No"
11.1,57.5,68.3,"Yes","Master","Yes"
16.8,99.2,74.8,"Yes","Doctorate","No"
7.9,85.1,70,"Yes","High School","No"
12.7,57.4,84,"No","Bachelor","No"
10.2,57.1,78.6,"No","High School","Yes"
6.5,71.5,84,"No","High School","No"
6.4,53.4,64.8,"No","High School","Yes"
14.5,49.7,62.4,"No","Bachelor","No"
16.2,67.5,63,"No","High School","Yes"
5.8,42.5,85.2,"No","Associate","Yes"
20.7,94.7,81.2,"Yes","High School","No"
11.5,79.8,29.3,"No","High School","No"
9.1,79.2,75.2,"Yes","Bachelor","No"
10.2,47.9,58.9,"No","High School","No"
9.3,98.2,57.3,"Yes","Doctorate","Yes"
14.8,67,46.7,"Yes","Doctorate","Yes"
21.1,71.6,74,"Yes","Master","Yes"
9.6,97.8,65.3,"Yes","Bachelor","Yes"
6,66,79.5,"Yes","Bachelor","No"
7.2,92.6,77.7,"No","High School","Yes"
12.8,74.9,61,"Yes","Bachelor","No"
18.1,58.5,53.9,"No","Associate","No"
4.9,78.6,79.4,"Yes","Doctorate","No"
6.8,60.3,53.9,"No","Doctorate","Yes"
10.2,71.1,49.6,"Yes","Doctorate","No"
6.2,59.1,65.8,"Yes","Doctorate","Yes"
2.2,54.9,70.3,"Yes","Bachelor","No"
16.1,48.1,97.6,"Yes","Bachelor","No"
18.4,69.6,78.3,"No","High School","Yes"
12.1,71.3,81.3,"Yes","High School","No"
9.7,58.5,82.1,"No","Bachelor","Yes"
5.4,67.6,60.9,"Yes","High School","Yes"
10.8,83.7,91,"No","Associate","Yes"
2.9,75.7,62.4,"Yes","Doctorate","Yes"
9.4,75.8,74.9,"Yes","Bachelor","Yes"
5.5,62.9,57.9,"Yes","Doctorate","No"
6.3,60.7,71.7,"No","Master","Yes"
16.1,45.7,50.4,"No","Bachelor","Yes"
10.7,83.6,86.1,"Yes","High School","Yes"
21.6,49.2,46.4,"Yes","High School","No"
12,53.3,61,"Yes","Doctorate","Yes"
11,52.3,96.7,"No","Associate","Yes"
8.5,42.2,83.7,"Yes","High School","No"
9.2,85.4,51.7,"No","High School","Yes"
13.5,93.4,50.3,"No","Bachelor","Yes"
14.8,91.6,68.1,"No","Bachelor","Yes"
6.1,71.6,57.6,"Yes","High School","No"
3.3,74.4,68.5,"No","Master","Yes"
4.5,49.8,67.2,"Yes","High School","No"
11.9,48.7,53.4,"Yes","High School","No"
14.2,78.3,53.3,"No","Master","Yes"
9.5,95.2,46.2,"No","High School","No"
14.6,83.3,59.6,"Yes","Doctorate","Yes"
8.5,95.7,67.3,"Yes","Master","Yes"
11.3,81.9,83.9,"No","Doctorate","No"
11.6,61.5,59.1,"Yes","Master","Yes"
15,76.4,74.3,"Yes","Bachelor","Yes"
9.1,58.1,76.4,"Yes","Doctorate","No"
12.7,73.9,92.1,"Yes","Associate","Yes"
10.1,55.7,91,"No","High School","Yes"
10,85.7,75.3,"Yes","High School","Yes"
15.4,96,68.7,"No","Master","Yes"
9.9,84.7,79.1,"No","Master","Yes"
14.1,58.8,54.2,"No","Bachelor","No"
17,76.9,67.2,"Yes","Associate","Yes"
12.8,68.4,61.4,"Yes","High School","No"
10.1,71.1,89,"No","Doctorate","No"
4.7,61.8,95,"Yes","Associate","Yes"
8.5,90,58.3,"No","Master","Yes"
7,54.8,44.2,"No","Bachelor","Yes"
9.1,49,51.9,"Yes","Master","No"
10.3,59.3,52.3,"Yes","Bachelor","Yes"
10.3,86.9,87,"No","High School","No"
5.3,66.7,63.3,"Yes","High School","No"
9.3,70.2,66.7,"No","Doctorate","Yes"
16.1,68,78.1,"Yes","Doctorate","Yes"
8.9,68,83.2,"Yes","Associate","Yes"
17.5,90.4,74.7,"No","Doctorate","Yes"
10.7,75.8,81,"No","Master","Yes"
6.9,51.1,58.1,"Yes","Associate","Yes"
8.5,72.8,76.1,"No","Associate","No"
8.1,85.6,54.6,"Yes","Master","Yes"
10.9,99.8,34.5,"Yes","High School","Yes"
10.8,52.2,69,"No","High School","Yes"
10,58.2,66.9,"Yes","Master","Yes"
14.7,80.7,67.1,"Yes","Bachelor","No"
2.8,53.2,94.4,"Yes","Doctorate","Yes"
14.7,77.7,73,"No","Doctorate","Yes"
8.9,70.6,53.8,"No","Associate","Yes"
4.1,53.4,50.7,"No","Bachelor","Yes"
1,97,50.3,"Yes","Associate","Yes"
12.7,68,60.6,"No","High School","No"
13.8,85.5,65.9,"No","Associate","No"
7.1,39.5,68.2,"No","Associate","No"
7.3,61.3,31.4,"No","Associate","No"
10.9,46.4,59.4,"Yes","Bachelor","Yes"
10.6,63,66.9,"No","Doctorate","No"
9.9,78.2,83,"Yes","Doctorate","Yes"
5.3,72.5,96.7,"Yes","Associate","Yes"
5.6,89.4,69.3,"No","Bachelor","No"
9.1,70.3,47.2,"Yes","Bachelor","No"
18.6,83.5,74.1,"No","Associate","Yes"
3.1,63.7,72.3,"No","Master","Yes"
17.4,98.9,69.1,"No","Associate","Yes"
9,71.8,62,"Yes","Associate","No"
6.7,57.5,47.2,"No","Associate","Yes"
15.2,55.7,60.6,"No","Associate","No"
7,76.5,95.9,"No","Bachelor","No"
19.1,58.8,73.6,"No","High School","Yes"
13.4,46.3,52.6,"Yes","Associate","No"
13.7,76.2,90.3,"No","Doctorate","No"
11.5,55.7,78.8,"No","High School","Yes"
16.5,63.4,71.8,"Yes","Doctorate","Yes"
17.8,62.7,70.9,"Yes","Associate","No"
10.2,69.5,86.3,"Yes","High School","Yes"
6.2,41.8,69.8,"No","Master","Yes"
1,96.8,60.8,"Yes","Master","No"
20.1,79,61.1,"No","Bachelor","No"
10.9,63.5,49.1,"Yes","Master","No"
3.3,87.1,57.4,"No","Master","Yes"
5.1,86.9,37.6,"Yes","Doctorate","Yes"
16,81.3,80.2,"Yes","Associate","No"
6.7,96.2,70.1,"Yes","Associate","No"
13.6,75.6,47.5,"Yes","Associate","No"
15,76.2,71.8,"No","Bachelor","No"
2.9,71.4,69.5,"No","Doctorate","No"
8.4,63.8,86.6,"No","High School","No"
16.6,87,66.3,"No","Doctorate","No"
12.8,44,80.8,"No","Master","Yes"
12.3,61,63,"Yes","High School","No"
20.8,91.4,64.3,"No","Bachelor","Yes"
6.8,91.6,32.5,"Yes","Doctorate","No"
10.3,34.6,65.3,"No","Associate","Yes"
11.3,80.9,78.2,"No","Associate","Yes"
17.6,69.8,75.7,"No","Bachelor","Yes"
12.5,94.8,53.8,"Yes","Bachelor","No"
8.2,75.3,80.7,"Yes","High School","Yes"
5.8,91.7,88.6,"Yes","Master","Yes"
4.8,68.2,77,"No","Bachelor","No"
20.3,67,72.9,"No","Bachelor","Yes"
4.5,69,50.4,"Yes","Master","Yes"
8.6,78.1,51.2,"Yes","Associate","Yes"
14.1,70,54.8,"No","High School","No"
9.2,42.6,66.1,"Yes","Doctorate","Yes"
8.8,100,78.1,"Yes","Doctorate","No"
18,47.9,69,"Yes","Doctorate","No"
13.7,83.6,52.9,"Yes","Master","Yes"
13.3,96,52.3,"No","Bachelor","No"
15.9,59.2,78.7,"Yes","Doctorate","Yes"
12,68.8,47.9,"Yes","Bachelor","Yes"
7.4,67.2,58.9,"Yes","Bachelor","No"
12.9,44.6,57.8,"Yes","Bachelor","Yes"
16.2,77.6,97.2,"No","Associate","No"
10.1,68.6,96.8,"Yes","Doctorate","No"
1.2,67,84.1,"Yes","Doctorate","No"
11.9,84.8,66.5,"Yes","Bachelor","No"
13.4,98.6,64.7,"No","High School","Yes"
3.9,71.3,49.8,"Yes","Associate","Yes"
5.7,90.6,69.6,"Yes","Doctorate","No"
7.1,58.1,58.7,"No","Master","No"
18.3,67.2,66.7,"Yes","Doctorate","Yes"
12,98.2,69.6,"No","Associate","No"
16,60.8,27,"No","Doctorate","No"
7,77.8,76.1,"Yes","Doctorate","No"
9.3,67,69.3,"No","Bachelor","Yes"
10.1,71.4,86.2,"No","High School","Yes"
6.1,93.6,61.8,"Yes","High School","No"
12.1,64.7,65.4,"Yes","Bachelor","No"
5.6,89.8,70.2,"No","Associate","Yes"
7.8,66.1,67.1,"No","Bachelor","Yes"
13.6,38.3,41,"Yes","Master","Yes"
8.1,54.6,70.8,"Yes","High School","Yes"
14.7,71.6,84.4,"No","Bachelor","No"
2.9,84.8,76.7,"Yes","Bachelor","Yes"
1.2,63,73.7,"No","Master","No"
2.4,65.3,70.1,"Yes","Doctorate","Yes"
7.2,66.3,90.3,"No","Bachelor","No"
7.2,62,56.8,"No","Doctorate","Yes"
10.9,87.3,76,"Yes","Master","No"
17.7,87.9,39.4,"No","Master","No"
15.1,60.1,36.2,"No","Associate","No"
13.9,72,56,"No","Bachelor","No"
7.2,62.5,56.7,"Yes","Master","Yes"
7.7,56,98.4,"Yes","Bachelor","Yes"
14.8,85.4,57.7,"Yes","Associate","No"
10.4,89.4,72.3,"No","Associate","No"
17.4,70.5,68.8,"No","Master","Yes"
4.3,92.4,79.8,"Yes","Doctorate","Yes"
9,90.9,72.5,"Yes","Associate","Yes"
9.4,76.2,85.1,"Yes","High School","Yes"
4.9,72.1,53,"Yes","Associate","Yes"
19.3,61.2,72.5,"No","High School","No"
16.1,64.7,46.3,"Yes","High School","No"
12.9,83.3,55.8,"No","Doctorate","No"
8.9,52,68.6,"No","Master","No"
15.4,88.3,52,"Yes","Associate","Yes"
19.4,27.9,50.9,"Yes","Bachelor","Yes"
17.7,48.3,72.1,"Yes","Doctorate","No"
4.4,98.6,66.9,"No","Bachelor","Yes"
1.2,45.2,67.8,"No","High School","Yes"
11.6,50,60,"Yes","Associate","No"
12.6,43.5,78.2,"No","Associate","No"
7.3,69.1,42.4,"Yes","Associate","No"
4.2,57.9,34.6,"No","Bachelor","No"
4.4,77.7,54,"No","Bachelor","No"
18.9,64.1,45.7,"Yes","Bachelor","Yes"
18.3,57.7,29.4,"No","Master","No"
7.7,85.5,68.5,"Yes","Associate","Yes"
12.3,67.6,47.5,"No","Master","Yes"
5,85.2,55,"Yes","High School","No"
16.1,84.1,44,"Yes","Doctorate","No"
9.5,73.2,79.8,"No","Doctorate","Yes"
5.9,92.6,58.4,"Yes","Associate","No"
8.9,43.4,81.1,"No","Master","Yes"
11.8,99.2,72.3,"No","Bachelor","No"
14.6,82.2,67.9,"No","Associate","No"
17.5,61.6,39.9,"No","Associate","Yes"
8.6,86.6,67.9,"No","Bachelor","No"
9.9,24.8,55,"Yes","Master","No"
13.7,65.9,84.1,"No","Bachelor","No"
8.6,45.4,65.1,"No","Doctorate","No"
2.2,78.4,50.3,"No","High School","Yes"
7.4,58,90.5,"No","Doctorate","Yes"
3.7,75.5,64.3,"No","Associate","No"
11.5,32.5,57,"No","Master","No"
3.2,85.9,65.5,"No","Bachelor","Yes"
9.8,94.7,59.4,"Yes","Associate","No"
1.9,87.4,67.3,"No","Bachelor","Yes"
11,75.9,88.7,"Yes","Master","Yes"
15.7,63.2,47.5,"Yes","Master","No"
12.1,74.3,75,"Yes","Doctorate","No"
10.9,91.8,48.5,"No","Associate","No"
5.9,66.8,59.1,"Yes","Associate","Yes"
10.4,75.9,92.1,"Yes","High School","Yes"
12.2,67,70.6,"Yes","Doctorate","No"
14.5,48,52.2,"No","Bachelor","No"
1.8,55.3,73.8,"No","Bachelor","No"
13.1,75.6,78.8,"No","Associate","No"
20.3,76,53.4,"No","Associate","Yes"
6.4,41.6,77.1,"Yes","High School","Yes"
6,82.8,67.7,"Yes","Associate","Yes"
7.6,61.3,63.6,"Yes","Associate","No"
5.2,81.4,77,"Yes","Doctorate","No"
18.1,62.1,80.3,"No","Associate","No"
11.6,70.4,69.9,"No","Bachelor","Yes"
8.5,63.1,67.4,"Yes","Associate","Yes"
2.2,66.9,63.8,"No","Master","No"
14.4,53.1,54.9,"Yes","Bachelor","Yes"
9.6,69.7,42.2,"No","Associate","No"
9.1,76.1,47.3,"No","Master","No"
11.5,29,80.9,"No","Associate","Yes"
6.2,71.9,60.1,"Yes","Bachelor","No"
7.9,74.1,83.3,"Yes","High School","No"
2.8,93.7,56.6,"No","Doctorate","Yes"
14.6,66.5,60.6,"Yes","Associate","No"
19.4,56.1,74.4,"No","Bachelor","No"
15.4,85.1,83.8,"Yes","Master","Yes"
7.8,91.8,32,"Yes","Associate","Yes"
16.4,88.9,95.4,"No","Bachelor","No"
14.3,63.3,66.5,"Yes","Associate","Yes"
6.8,76,81.8,"No","High School","Yes"
8,75.4,76.3,"Yes","Bachelor","No"
5.2,74.9,46.4,"Yes","Bachelor","No"
12.1,49.5,54.3,"Yes","Master","Yes"
20.3,90.2,50.4,"No","Associate","No"
4.7,87.1,29.4,"No","Associate","No"
12.1,95.2,77.7,"Yes","Bachelor","Yes"
14.9,68.2,55.2,"No","Associate","Yes"
15.9,81.8,59.1,"No","Doctorate","No"
22.9,49.8,82.8,"Yes","Associate","Yes"
12.9,70.5,65.9,"Yes","Doctorate","No"
11.6,56.9,69.4,"No","Bachelor","No"
11,80.2,48.5,"Yes","Master","No"
8.2,93.5,77.8,"No","Bachelor","Yes"
11.7,54,64.1,"No","Doctorate","No"
8.5,89.5,38.7,"No","Bachelor","No"
10.8,79,75.5,"Yes","High School","No"
16.6,88.7,69.4,"No","High School","No"
5,70.2,59.8,"Yes","Associate","No"
15.7,89.1,59.8,"Yes","Doctorate","Yes"
16.6,61.1,48.9,"Yes","Doctorate","Yes"
9.4,41.4,82.4,"Yes","Associate","Yes"
0.6,45.9,75.9,"No","Master","No"
7,64.9,49.1,"No","Bachelor","No"
16.5,42.7,65.8,"Yes","Associate","Yes"
5,73.3,45.9,"Yes","Doctorate","Yes"
7.5,93.4,88.3,"Yes","Associate","No"
14.2,90.7,59.7,"Yes","Bachelor","Yes"
12.7,75.1,52.4,"Yes","Bachelor","No"
5.4,56.9,62.7,"No","High School","Yes"
15,68.6,68.8,"No","Doctorate","Yes"
7.8,99.2,51.3,"Yes","Doctorate","Yes"
12,82.7,77.5,"No","High School","Yes"
9.9,45.4,67,"No","High School","No"
5.5,78.4,65.6,"No","Bachelor","No"
4.1,79.1,59.1,"Yes","High School","No"
7.7,92.1,40.6,"No","Master","Yes"
11,97.9,77.2,"Yes","Bachelor","No"
11.4,71.9,67,"No","Associate","No"
12.9,71.9,59.3,"No","High School","No"
7.6,65.2,87.7,"No","Master","No"
10.6,62.6,81.8,"No","Associate","Yes"
6.6,72.9,39.6,"No","High School","Yes"
12.6,75.1,76.5,"Yes","Associate","No"
10.9,70,54.1,"Yes","High School","Yes"
12,63.9,47.8,"Yes","Doctorate","Yes"
13.4,88.5,92.3,"Yes","Doctorate","No"
19.5,58.7,78.5,"No","Associate","No"
9.3,88.2,71.6,"No","Bachelor","No"
5.1,64.6,78.4,"No","Associate","Yes"
15.5,44.1,59.9,"No","Master","No"
9.4,40.1,45.1,"No","Bachelor","Yes"
0.9,68.5,53.9,"Yes","Bachelor","Yes"
14.2,83.4,99.3,"Yes","Master","Yes"
9.5,78.6,79.4,"No","High School","Yes"
11.7,78.6,63.3,"Yes","Master","No"
11,71.6,59.6,"No","High School","Yes"
13.5,56.5,90.3,"No","Bachelor","Yes"
7.8,79.8,66.4,"No","Bachelor","No"
13.7,49.1,61.9,"No","Associate","No"
13.1,77.3,72.1,"No","Doctorate","Yes"
7.3,53.1,72.4,"No","Doctorate","No"
11.8,74.9,76.7,"No","Master","Yes"
19.2,63.7,66.8,"Yes","Bachelor","No"
9.9,91.1,92.5,"Yes","Master","No"
8.5,90.7,50.7,"Yes","Bachelor","No"
4.7,69.1,50.5,"Yes","Doctorate","No"
18.6,52.4,74.8,"Yes","Doctorate","Yes"
9.2,50.6,44.6,"Yes","Doctorate","No"
10.4,42.4,33.1,"Yes","High School","No"
15.8,79.3,58.5,"No","Bachelor","Yes"
14.9,47.3,98.2,"No","High School","No"
12.5,65.6,41.9,"No","Doctorate","Yes"
10.9,91.8,60.4,"Yes","High School","Yes"
15,68.2,90.1,"No","Doctorate","Yes"
3.5,59,74.8,"Yes","Associate","No"
13.4,44.7,48.6,"Yes","Associate","Yes"
6.7,66.5,31.8,"No","Bachelor","No"
0.8,60.9,59.1,"No","High School","No"
12.6,73.3,49.8,"No","Master","Yes"
16.9,84.5,58.3,"Yes","Bachelor","Yes"
9.3,69.4,99.3,"No","Doctorate","No"
18.1,84.4,55.3,"No","High School","No"
16.6,50.4,78.7,"Yes","Doctorate","Yes"
10.4,85.3,77.3,"Yes","Associate","Yes"
8.8,77.2,72.7,"Yes","Master","No"
9.1,70.3,97.4,"Yes","High School","No"
12.8,80.8,63.4,"No","Associate","No"
18.5,39.4,66.8,"No","Doctorate","No"
6.9,84.6,67.9,"Yes","Master","No"
7.9,69.2,39.2,"Yes","Doctorate","Yes"
9.6,76.5,61.3,"Yes","Doctorate","No"
13.8,66.4,48.6,"Yes","High School","Yes"
10.4,96.4,44.6,"No","Master","No"
8.5,62.8,62.5,"No","Master","No"
6.2,90.5,50.4,"No","High School","No"
0.6,74.2,79.2,"No","Master","Yes"
10.6,99.6,60,"Yes","High School","Yes"
9.2,56.3,44.7,"No","Bachelor","No"
11.1,77.2,64.7,"Yes","High School","Yes"
6.2,98.4,81.9,"Yes","Doctorate","Yes"
8.4,55.7,42.4,"Yes","Doctorate","No"
6,79.8,59.4,"No","High School","Yes"
10.1,77.2,88.2,"No","Doctorate","No"
19.5,82.8,55,"Yes","Associate","Yes"
9.7,49.4,52.8,"No","High School","No"
2.4,83.6,30.8,"Yes","Master","Yes"
1,57.8,56.5,"No","Bachelor","No"
2.1,68.2,73.9,"Yes","Master","Yes"
12.5,83.3,68,"Yes","Bachelor","No"
2.1,55.7,40.4,"Yes","High School","Yes"
14.5,59.3,45.9,"Yes","Doctorate","Yes"
7.6,87.5,85.1,"Yes","Bachelor","No"
10.7,89.9,63.6,"Yes","Master","Yes"
18.1,82.3,61.7,"Yes","Doctorate","No"
8.7,91.2,65.3,"Yes","Master","No"
5.5,68.8,57.7,"Yes","High School","Yes"
0.8,57.9,77.9,"Yes","Associate","No"
9.3,77.7,74.3,"Yes","Doctorate","No"
8.9,68,77.3,"Yes","Bachelor","No"
6.7,79.7,57.7,"No","Doctorate","No"
10.8,56.4,57.2,"No","Bachelor","Yes"
12.2,92.5,67,"Yes","High School","Yes"
4.5,74.9,61.3,"Yes","Doctorate","No"
17.1,42.8,58,"No","Master","Yes"
10.1,62.7,66.7,"Yes","High School","Yes"
14.8,95.7,83,"Yes","Associate","No"
11.4,72.8,74,"Yes","Bachelor","No"
11.8,75.2,61.7,"Yes","Bachelor","No"
10.5,60.4,67.7,"No","Doctorate","Yes"
